Site	Ecoregion	Province	Realm	Habitat	Depth	Date	CLASS	ORDER	FAMILY	GENUS	Taxa	Abun	Dimensions	Method	Source
CAN78	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	05/05/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN79	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	05/08/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN79	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	05/08/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN8	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	11	10/13/2011  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN8	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	10/13/2011  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN80	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	05/09/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN80	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	05/09/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN81	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	9	05/09/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN81	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	05/09/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN82	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	05/10/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN82	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	05/10/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN83	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	05/10/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN83	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	05/10/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN84	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	05/10/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN84	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	05/10/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN85	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	05/11/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN85	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	05/11/2015	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN86	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	5/13/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN86	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	5/13/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN86	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	5/13/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN87	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	5/14/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN87	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	9	5/14/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN88	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	5/14/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN88	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	5/14/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN89	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	5/14/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN9	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	9	10/13/2011  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN9	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	10/13/2011  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN90	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	5/16/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN90	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	5/16/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN91	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	5/16/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN91	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	5/16/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN92	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	4	5/17/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN92	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	4	5/17/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN93	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	2	5/17/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN93	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	4	5/17/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN94	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	5/19/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN94	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	5	5/19/2015  	Elasmobranchii	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis aquila	2	500	Transect	RLS
CAN95	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	5	5/20/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN95	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	5/30/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN96	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	3	5/22/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN96	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	4	5/22/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN97	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	5	5/20/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN97	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	5/22/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN98	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	5/23/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN98	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	5/23/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN99	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	11	5/23/2015  	NA	NA	NA	NA	NA	0	500	Transect	RLS
CAN99	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	5/23/2015 	NA	NA	NA	NA	NA	0	500	Transect	RLS
Caleta baja	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	11	6/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Caleta baja	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	6/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Caleta baja	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	9	6/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Caleta baja	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	5	6/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Caleta baja	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	6/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
El Cabron	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	13	6/26/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
El Cabron	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	13	6/26/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
El Cabron	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	12	6/26/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
El Cabron	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	12	6/26/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
El Cabron	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	11	6/26/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Sardina del Norte	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	12	6/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Sardina del Norte	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	12	6/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Sardina del Norte	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	6/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Sardina del Norte	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	6/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Sardina del Norte	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	6/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Tufia	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	9	6/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Tufia	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	6/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Tufia	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	6/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Tufia	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	6/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Tufia	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	6/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Salinetas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	6/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Salinetas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	6/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Salinetas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	5	6/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Salinetas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	5	6/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Salinetas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	6	6/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Caniçal Pedra d’Eira	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	20	7/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Caniçal Pedra d’Eira	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	19	7/21/2017	Elasmobranchii	Myliobatiformes	Dasyatidae	Bathytoshia	Bathytoshia lata	1	100	Transect	NEA.synthesis
Caniçal Pedra d’Eira	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	18	7/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Caniçal Pedra d’Eira	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	18	7/21/2017	Elasmobranchii	Myliobatiformes	Dasyatidae	Bathytoshia	Bathytoshia lata	20	100	Transect	NEA.synthesis
Caniçal Pedra d’Eira	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	18	7/21/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Cais do Carvão	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	8/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Cais do Carvão	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	7	8/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Cais do Carvão	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	8/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Cais do Carvão	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	9	8/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Cais do Carvão	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	8/19/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Baixa do Cotrim	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	11	6/26/2017	Elasmobranchii	Myliobatiformes	Myliobatidae	Pteromylaeus	Pteromylaeus bovinus	1	100	Transect	NEA.synthesis
Baixa do Cotrim	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	12	6/26/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Baixa do Cotrim	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	12	6/26/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Baixa do Cotrim	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	12	6/26/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Baixa do Cotrim	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	13	6/26/2017	Elasmobranchii	Myliobatiformes	Myliobatidae	Pteromylaeus	Pteromylaeus bovinus	1	100	Transect	NEA.synthesis
Paul do Mar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	8/25/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Paul do Mar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	11	8/25/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Paul do Mar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	12	8/25/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Paul do Mar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	12	8/25/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Paul do Mar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	12	8/25/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Desertas Pedras Vermelhas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	11	8/31/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Desertas Pedras Vermelhas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	11	8/31/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Desertas Pedras Vermelhas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	8/31/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Desertas Pedras Vermelhas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	8/31/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Desertas Pedras Vermelhas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	8	8/31/2017	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	22	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	21	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	8	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	20	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	18	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	13	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	12	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	13	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	22	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	9	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Curral	Cabo Verde	West African Transition	Tropical Atlantic	Reef	9	4/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	17	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	22	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	13	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	12	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	22	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	8	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	10	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	15	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	20	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	18	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Espequinho	Cabo Verde	West African Transition	Tropical Atlantic	Reef	17	2/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	22	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	13	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	12	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	21	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	10	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	12	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	13	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	17	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	21	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	8	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Pont. A. Ruim	Cabo Verde	West African Transition	Tropical Atlantic	Reef	9	1/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	8	6/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	10	6/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	15	6/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	20	6/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	18	6/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	13	6/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	12	6/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	13	6/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	17	6/10/2010	Elasmobranchii	Myliobatiformes	Dasyatidae	Taeniura	Taeniura grabata	1	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	21	6/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta Branca	Cabo Verde	West African Transition	Tropical Atlantic	Reef	22	6/10/2010	NA	NA	NA	NA	NA	0	40	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	19	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	17	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	22	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	13	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	22	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	17	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	8	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	14	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	21	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	9	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
Ponta de Praia	Cabo Verde	West African Transition	Tropical Atlantic	Reef	8	30/09/2010	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
IR1	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	21	09/10/2010	NA	NA	NA	NA	NA	0	500	Transect	RLS
IR2	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	26	4/20/2010  	NA	NA	NA	NA	NA	0	500	Transect	RLS
IR3	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	31	4/21/2010  	NA	NA	NA	NA	NA	0	500	Transect	RLS
IR4	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	16	9/15/2010  	NA	NA	NA	NA	NA	0	500	Transect	RLS
IR5	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	31	4/16/2010  	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK10	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	4	10/04/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK10	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	35	10/04/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK7	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	9	10/02/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK7	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	4	10/02/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK7	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	8	10/02/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK8	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	10	10/03/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK8	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	4	10/03/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK8	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	5	10/03/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK8	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	9	10/03/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK9	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	5	10/04/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
UK9	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	4	10/04/2011	NA	NA	NA	NA	NA	0	500	Transect	RLS
3_cheminees	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	11	1/06/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
3_cheminees	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	10	1/06/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
3_cheminees	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	6	1/06/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
3_cheminees	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	11	1/06/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
3_cheminees	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	13	31/05/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
3_cheminees	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	10	31/05/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
men_gracias	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	11	9/06/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
men_gracias	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	9	9/06/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
men_gracias	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	7	9/06/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
men_gracias	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	16	9/06/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
men_gracias	Celtic Seas	Northern European Seas	Temperate Northern Atlantic	Reef	14	9/06/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
